seed,student,route,weighting,class_index,class_name,support_rows,exact_group_count,kl_teacher_to_student_T4,js_T4,l1_T4,hard_agreement_T1,top2_overlap_T1,margin_abs_error_T1,teacher_correct_student_wrong_rate,teacher_wrong_student_correct_rate
789,student_A,rf_kd,row_weighted,2,Grayhole,2149,1890,0.2392187860476255,0.0706103322663256,0.405171881059434,0.783620288506282,0.8134015821312238,0.31931081847525006,0.2042810609585854,0.01209865053513262
789,student_A,rf_kd,row_weighted,3,Normal,51070,49807,0.00879350499827017,0.0022300747787290134,0.04714421937432854,0.9978265126297239,0.9577932249853143,0.0034103907664447103,0.0018406109261797532,0.00033287644409633833
789,student_A,rf_kd,row_weighted,4,TDMA,997,988,0.02129798967648765,0.004835297668882626,0.06743739440625822,0.9979939819458375,0.9167502507522568,0.004146948009462548,0.0,0.0020060180541624875
789,student_A,scratch,exact_group_balanced,0,Blackhole,1590,1015,0.2778376814541406,0.06337920471690878,0.4573731711682544,0.8847290640394089,0.7704433497536946,0.2343909553728034,0.10541871921182266,0.009852216748768473
789,student_A,scratch,exact_group_balanced,1,Flooding,495,474,0.3070863372116886,0.03415485265714513,0.30485312484505195,0.9978902953586498,0.9251054852320675,0.0853300728145935,0.0,0.002109704641350211
789,student_A,scratch,exact_group_balanced,2,Grayhole,2149,1890,0.2949331382987515,0.08523625116060707,0.5525912198894023,0.8867724867724868,0.7685185185185185,0.2199875794745809,0.09947089947089947,0.013756613756613757
789,student_A,scratch,exact_group_balanced,3,Normal,51070,49807,0.310064988025385,0.05630575118645666,0.43713895640241085,0.992551247816572,0.8399823318007509,0.12214990861936316,0.007127512197080732,0.00032123998634730057
789,student_A,scratch,exact_group_balanced,4,TDMA,997,988,1.4312663201760711,0.03252817788058711,0.20037822511194503,0.9979757085020243,0.5910931174089069,0.01660210113548957,0.0,0.0020242914979757085
789,student_A,scratch,row_weighted,0,Blackhole,1590,1015,0.3318659768094848,0.08447652363817626,0.5879159456861663,0.8735849056603774,0.849685534591195,0.3451560784624215,0.11886792452830189,0.007547169811320755
789,student_A,scratch,row_weighted,1,Flooding,495,474,0.301018941479663,0.033653869566298227,0.300797467036468,0.997979797979798,0.9242424242424242,0.08251847744541159,0.0,0.00202020202020202
